"Year","Period","State","State ANSI","Data Item","Domain","Domain Category","Value","CV (%)","Chemical","Chemical_Code"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)",NA,NA,"BACILLUS PUMILUS "," 6485"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",2.4,NA,"BACILLUS SUBTILIS "," 6479"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",NA,NA,"BLAD "," 30006"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",NA,NA,"BORAX DECAHYDRATE "," 11102"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",1.6,NA,"BOSCALID "," 128008"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",3.4,NA,"CAPTAN "," 81301"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA,NA,"COPPER HYDROXIDE "," 23401"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",NA,NA,"COPPER OCTANOATE "," 23306"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",1.2,NA,"CYFLUFENAMID "," 555550"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",1.4,NA,"CYPRODINIL "," 288202"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA,NA,"DIFENOCONAZOLE "," 128847"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",1.7,NA,"FENHEXAMID "," 90209"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",1.4,NA,"FLUDIOXONIL "," 71503"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",1.2,NA,"FLUOPYRAM "," 80302"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",1.3,NA,"FLUXAPYROXAD "," 138009"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",NA,NA,"FOSETYL-AL "," 123301"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA,NA,"IPRODIONE "," 109801"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",NA,NA,"ISOFETAMID "," 270000"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",1.5,NA,"MEFENOXAM "," 113502"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",1.6,NA,"MYCLOBUTANIL "," 128857"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",1.3,NA,"PENTHIOPYRAD "," 90112"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",1.1,NA,"POLYOXIN D ZINC SALT "," 230000"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",1.5,NA,"POTASSIUM BICARBON. "," 73508"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",2,NA,"PROPICONAZOLE "," 122101"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",1.8,NA,"PYRACLOSTROBIN "," 99100"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",1.2,NA,"PYRIMETHANIL "," 288201"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",1.2,NA,"QUINOLINE "," 55459"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",NA,NA,"STREPTOMYCES LYDICUS "," 6327"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",2.6,NA,"SULFUR "," 77501"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",1.5,NA,"TETRACONAZOLE "," 120603"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",1.3,NA,"THIOPHANATE-METHYL "," 102001"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",2.1,NA,"THIRAM "," 79801"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",1.3,NA,"TRIFLOXYSTROBIN "," 129112"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",1.6,NA,"TRIFLUMIZOLE "," 128879"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",1.1,NA,"FLUMIOXAZIN "," 129034"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA,NA,"GLYPHOSATE ISO. SALT "," 103601"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",NA,NA,"GLYPHOSATE POT. SALT "," 103613"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",NA,NA,"NAPROPAMIDE "," 103001"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",1,NA,"OXYFLUORFEN "," 111601"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1.4,NA,"PENDIMETHALIN "," 108501"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",NA,NA,"SULFENTRAZONE "," 129081"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",1.4,NA,"ABAMECTIN "," 122804"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",1.2,NA,"ACEQUINOCYL "," 6329"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",1.4,NA,"ACETAMIPRID "," 99050"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",1.9,NA,"AZADIRACHTIN "," 121701"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",1.3,NA,"BIFENAZATE "," 586"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",1.7,NA,"BIFENTHRIN "," 128825"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",1.2,NA,"BT KURSTAK ABTS-1857 "," 6523"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",2.3,NA,"BT KURSTAKI ABTS-351 "," 6522"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",1.1,NA,"BT KURSTAKI SA-11 "," 6519"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",NA,NA,"BT SUB AIZAWAI GC-91 "," 6426"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",NA,NA,"BUPROFEZIN "," 275100"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",NA,NA,"BURKHOLDERIA A396 CELLS & MEDIA "," 6534"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",NA,NA,"CARBARYL "," 56801"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",1.2,NA,"CHLORANTRANILIPROLE "," 90100"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)",NA,NA,"CHLORPYRIFOS "," 59101"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",1.1,NA,"CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA "," 16329"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",NA,NA,"CYANTRANILIPROLE "," 90098"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",1.3,NA,"CYFLUMETOFEN "," 138831"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)",NA,NA,"DIAZINON "," 57801"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)",NA,NA,"EMAMECTIN BENZOATE "," 122806"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA,NA,"ETOXAZOLE "," 107091"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",NA,NA,"FENBUTATIN-OXIDE "," 104601"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",1.4,NA,"FENPROPATHRIN "," 127901"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",1.2,NA,"FENPYROXIMATE "," 129131"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",1.3,NA,"FLONICAMID "," 128016"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",1.4,NA,"FLUPYRADIFURONE "," 122304"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",1.2,NA,"HEXYTHIAZOX "," 128849"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",1.3,NA,"IMIDACLOPRID "," 129099"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA,NA,"LAMBDA-CYHALOTHRIN "," 128897"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",1.7,NA,"MALATHION "," 57701"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",1.2,NA,"METHOXYFENOZIDE "," 121027"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",1.2,NA,"NALED "," 34401"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",NA,NA,"NEEM OIL "," 25006"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",1.7,NA,"NEEM OIL, CLAR. HYD. "," 25007"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",1.6,NA,"NOVALURON "," 124002"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA,NA,"PIPERONYL BUTOXIDE "," 67501"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)",NA,NA,"POTASSIUM SALTS "," 79021"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",2.5,NA,"PYRETHRINS "," 69001"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",NA,NA,"PYRIPROXYFEN "," 129032"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",1.2,NA,"SPINETORAM "," 110007"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",1.2,NA,"SPINOSAD "," 110003"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",1.3,NA,"SPIROMESIFEN "," 24875"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)",NA,NA,"SPIROTETRAMAT "," 392201"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",NA,NA,"SULFOXAFLOR "," 5210"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1.4,NA,"THIAMETHOXAM "," 60109"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",NA,NA,"ACIBENZOLAR-S-METHYL "," 61402"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)",NA,NA,"AUREOBASIDIUM PULLULANS DSM 14940 "," 46010"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)",NA,NA,"AUREOBASIDIUM PULLULANS DSM 14941 "," 36010"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)",NA,NA,"BT KURSTAKI SA-12 "," 6518"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)",NA,NA,"CAPRIC ACID "," 128955"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)",NA,NA,"CAPRYLIC ACID "," 128919"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",1.1,NA,"CHLOROPICRIN "," 81501"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",1,NA,"DICHLOROPROPENE "," 29001"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",1.1,NA,"FLUTRIAFOL "," 128940"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)",NA,NA,"GLIOCLADIUM VIRENS "," 129000"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",NA,NA,"IRON PHOSPHATE "," 34903"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",NA,NA,"METALDEHYDE "," 53001"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",NA,NA,"METAM-POTASSIUM "," 39002"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",NA,NA,"METAM-SODIUM "," 39003"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)",NA,NA,"PAECILOMYCES FUMOSOR "," 115002"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)",NA,NA,"POTASSIUM SILICATE "," 72606"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",1.4,NA,"REYNOUTRIA SACHALINE "," 55809"
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","FERTILIZER","FERTILIZER: (NITROGEN)",16.9,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)",11.8,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","FERTILIZER","FERTILIZER: (POTASH)",13.2,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","NUMBER, AVG","FERTILIZER","FERTILIZER: (SULFUR)",10.2,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","$","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","CWT","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","CWT","TOTAL","NOT SPECIFIED",0,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","$","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","CWT","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","TONS","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","CALIFORNIA","06","CWT","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","FLORIDA","12","$","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","FLORIDA","12","CWT","TOTAL","NOT SPECIFIED",NA,NA,NA,NA
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",NA,NA,"AZOXYSTROBIN "," 128810"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",NA,NA,"CAPTAN "," 81301"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)",NA,NA,"COPPER CHLORIDE HYD. "," 23501"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",NA,NA,"COPPER HYDROXIDE "," 23401"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",NA,NA,"CYPRODINIL "," 288202"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA,NA,"DIFENOCONAZOLE "," 128847"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",NA,NA,"FENHEXAMID "," 90209"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",NA,NA,"FLUDIOXONIL "," 71503"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",NA,NA,"FLUOPYRAM "," 80302"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",NA,NA,"IPRODIONE "," 109801"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",NA,NA,"ISOFETAMID "," 270000"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",NA,NA,"MEFENOXAM "," 113502"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",NA,NA,"PENTHIOPYRAD "," 90112"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",NA,NA,"PROPICONAZOLE "," 122101"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",NA,NA,"PYRIMETHANIL "," 288201"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",NA,NA,"SULFUR "," 77501"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",NA,NA,"THIOPHANATE-METHYL "," 102001"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",NA,NA,"THIRAM "," 79801"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",NA,NA,NA,NA
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",NA,NA,"CARFENTRAZONE-ETHYL "," 128712"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",NA,NA,"FLUMIOXAZIN "," 129034"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",NA,NA,"GLYPHOSATE ISO. SALT "," 103601"
2018,"YEAR","FLORIDA","12","LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",NA,NA,"NAPROPAMIDE "," 103001"
